Link, Anchor Text
"https://www.tbmm.gov.tr/develop/owa/tutanak_dergisi_pdfler.sorgu_ekrani", Sorgu Sayfasına Dön
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c014/tbmm10014fih.pdf", 14. Cilt Fihristi
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c014/tbmm10014001.pdf", 1. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c014/tbmm10014002.pdf", 2. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c014/tbmm10014003.pdf", 3. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c014/tbmm10014004.pdf", 4. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c014/tbmm10014005.pdf", 5. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c014/tbmm10014006.pdf", 6. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c014/tbmm10014007.pdf", 7. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c014/tbmm10014008.pdf", 8. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c014/tbmm10014009.pdf", 9. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c014/tbmm10014010.pdf", 10. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c015/tbmm10015fih.pdf", 15. Cilt Fihristi
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c015/tbmm10015011.pdf", 11. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c015/tbmm10015012.pdf", 12. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c015/tbmm10015013.pdf", 13. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c015/tbmm10015014.pdf", 14. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c015/tbmm10015015.pdf", 15. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c015/tbmm10015016.pdf", 16. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c015/tbmm10015017.pdf", 17. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c015/tbmm10015018.pdf", 18. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c015/tbmm10015019.pdf", 19. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c015/tbmm10015020.pdf", 20. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c015/tbmm10015021.pdf", 21. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c015/tbmm10015022.pdf", 22. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c016/tbmm10016fih.pdf", 16. Cilt Fihristi
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c016/tbmm10016023.pdf", 23. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c016/tbmm10016024.pdf", 24. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c016/tbmm10016025.pdf", 25. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c016/tbmm10016026.pdf", 26. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c016/tbmm10016027.pdf", 27. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c016/tbmm10016028.pdf", 28. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c016/tbmm10016029.pdf", 29. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c016/tbmm10016030.pdf", 30. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c016/tbmm10016031.pdf", 31. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c016/tbmm10016032.pdf", 32. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c017/tbmm10017fih.pdf", 17. Cilt Fihristi
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c017/tbmm10017033.pdf", 33. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c017/tbmm10017034.pdf", 34. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c017/tbmm10017035.pdf", 35. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c017/tbmm10017036.pdf", 36. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c017/tbmm10017037.pdf", 37. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c017/tbmm10017038.pdf", 38. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c017/tbmm10017039.pdf", 39. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c017/tbmm10017040.pdf", 40. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c017/tbmm10017041.pdf", 41. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c017/tbmm10017042.pdf", 42. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c017/tbmm10017043.pdf", 43. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c017/tbmm10017044.pdf", 44. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c017/tbmm10017045.pdf", 45. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c017/tbmm10017046.pdf", 46. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c017/tbmm10017047.pdf", 47. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c017/tbmm10017048.pdf", 48. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c017/tbmm10017049.pdf", 49. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c018/tbmm10018fih.pdf", 18. Cilt Fihristi
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c018/tbmm10018050.pdf", 50. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c018/tbmm10018051.pdf", 51. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c018/tbmm10018052.pdf", 52. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c018/tbmm10018053.pdf", 53. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c018/tbmm10018054.pdf", 54. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c018/tbmm10018055.pdf", 55. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c018/tbmm10018056.pdf", 56. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c018/tbmm10018057.pdf", 57. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c018/tbmm10018058.pdf", 58. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c018/tbmm10018059.pdf", 59. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c018/tbmm10018060.pdf", 60. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c018/tbmm10018061.pdf", 61. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c018/tbmm10018062.pdf", 62. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c018/tbmm10018063.pdf", 63. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/TBMM/d10/c019/tbmm10019fih.pdf", 19. Cilt Fihristi
