Link, Anchor Text
"https://www.tbmm.gov.tr/develop/owa/tutanak_dergisi_pdfler.sorgu_ekrani", Sorgu Sayfasına Dön
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c006/cs__02006fih.pdf", 6. Cilt Fihristi
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c006/cs__02006001.pdf", 1. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c006/cs__02006001gnd.pdf", Gündem
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c006/cs__02006002.pdf", 2. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c006/cs__02006002gnd.pdf", Gündem
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c006/cs__02006003.pdf", 3. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c006/cs__02006003gnd.pdf", Gündem
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c006/cs__02006004.pdf", 4. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c006/cs__02006004gnd.pdf", Gündem
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c006/cs__02006005.pdf", 5. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c006/cs__02006005gnd.pdf", Gündem
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c006/cs__02006006.pdf", 6. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c006/cs__02006006gnd.pdf", Gündem
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c006/cs__02006007.pdf", 7. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c006/cs__02006007gnd.pdf", Gündem
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c006/cs__02006008.pdf", 8. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c006/cs__02006008gnd.pdf", Gündem
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c007/cs__02007fih.pdf", 7. Cilt Fihristi
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c007/cs__02007009.pdf", 9. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c007/cs__02007009gnd.pdf", Gündem
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c007/cs__02007010.pdf", 10. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c007/cs__02007010gnd.pdf", Gündem
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c007/cs__02007011.pdf", 11. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c007/cs__02007011gnd.pdf", Gündem
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c007/cs__02007012.pdf", 12. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c007/cs__02007012gnd.pdf", Gündem
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c007/cs__02007013.pdf", 13. Birleşim
"https://www.tbmm.gov.tr/tutanaklar/TUTANAK/CS__/t02/c007/cs__02007013gnd.pdf", Gündem
